ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS	CONCEPT_LIST	VARIANTS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID
2272	breathe	Toro_Tegu	húmsó	h u ˦ m s o ˦	DB,SW	h u ˦ m s u ˦	3 7 8 4 3 7 8	AXTMBYT	HY6MSU6	18	18.H.C 18.Y.V 18.6.T 18.M.c 18.S.C 18.U.V 18.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	hu˦mso˦	0	230
2274	breathe	Yanda_Dom	nìndùgù nìndúgó	n i ˨ n d u ˨ ɡ u ˨ # n i ˨ n d u ˦ ɡ o ˦	DB,SW		4 7 8 4 1 7 8 1 7 8 9 4 7 8 4 1 7 8 1 7 8	AXTMBYTBYT_AXTMBYTBYT	NI6NTY6KY6_NI6NTY6KU6	19	19.N.C 19.I.V 19.6.T 19.N.c 19.T.C 19.Y.V 19.6.T 19.K.C 19.Y.V 19.6.T 19._._ 19.N.C 19.I.V 19.6.T 19.N.c 19.T.C 19.Y.V 19.6.T 19.K.C 19.U.V 19.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	ni˨ndu˨ɡu˨#ni˨ndu˦ɡo˦	0	228
2275	breathe	Yorno_So	nínù nínɛ́	n i ˦ n u ˨ # n i ˦ n ɛ ˦	DB,SW		4 7 8 4 7 8 9 4 7 8 4 7 8	AXTBYT_AXTBYT	NI6NY6_NI6NE6	20	20.N.C 20.I.V 20.6.T 20.N.C 20.Y.V 20.6.T 20._._ 20.N.C 20.I.V 20.6.T 20.N.C 20.E.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	ni˦nu˨#ni˦nɛ˦	0	227
2276	breathe	Dogul_Dom	nínnù nìnné	n i ˦ n n u ˨ # n i ˨ n n e ˦	DB,SW		4 7 8 4 4 7 8 9 4 7 8 4 4 7 8	AXTMBYT_AXTMBYT	NI6NNY6_NI6NNE6	5	5.N.C 5.I.V 5.6.T 5.N.c 5.N.C 5.Y.V 5.6.T 5._._ 5.N.C 5.I.V 5.6.T 5.N.c 5.N.C 5.E.V 5.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	ni˦nnu˨#ni˨nne˦	0	227
2277	breathe	Donno_So	nínnù nìnné	n i ˦ n n u ˨ # n i ˨ n n e ˦	DB,SW		4 7 8 4 4 7 8 9 4 7 8 4 4 7 8	AXTMBYT_AXTMBYT	NI6NNY6_NI6NNE6	6	6.N.C 6.I.V 6.6.T 6.N.c 6.N.C 6.Y.V 6.6.T 6._._ 6.N.C 6.I.V 6.6.T 6.N.c 6.N.C 6.E.V 6.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	ni˦nnu˨#ni˨nne˦	0	227
2279	burn (e.g. paper, grass, fabric)	Bangime	síìwò	s iː ˥˩ w o ˨	DB,LJ,SW		3 7 8 6 7 8	AXTBYT	SI6WU6	1	1.S.C 1.I.V 1.6.T 1.W.C 1.U.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	siː˥˩wo˨	0	235
2280	burn (e.g. paper, grass, fabric)	Bankan_Tey	dɔ́	d ɔ ˦	DB,LJ,SW		1 7 8	AXT	TU6	2	2.T.C 2.U.V 2.6.T	1.6 3.0 1.0	dɔ˦	0	232
2281	burn (e.g. paper, grass, fabric)	Ben_Tey	dɔ̌	d ɔ ˩˥	DB,LJ,SW		1 7 0	AXN	TU0	3	3.T.C 3.U.V 3.0.c	2.0 1.5 0.8	dɔ˩˥	0	232
2282	burn (e.g. paper, grass, fabric)	Bunoge	súmbɛ̀	s u ˦ m b ɛ ˨	DB,LJ,SW		3 7 8 4 1 7 8	AXTMBYT	SY6MPE6	4	4.S.C 4.Y.V 4.6.T 4.M.c 4.P.C 4.E.V 4.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	su˦mbɛ˨	0	234
2283	burn (e.g. paper, grass, fabric)	Jamsay_Douentza	dɛ̌:	d ɛː ˩˥	DB,LJ,SW		1 7 0	AXN	TE0	8	8.T.C 8.E.V 8.0.c	2.0 1.5 0.8	dɛː˩˥	0	232
2285	burn (e.g. paper, grass, fabric)	Mombo	yá:rè	j aː ˦ r e ˨	DB,LJ,SW		6 7 8 5 7 8	AXTBYT	JA6RE6	9	9.J.C 9.A.V 9.6.T 9.R.C 9.E.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	jaː˦re˨	0	233
2286	burn (e.g. paper, grass, fabric)	Najamba	tógándí	t o ˦ ɡ a ˦ n d i ˦	DB,LJ,SW		1 7 8 1 7 8 4 1 7 8	AXTBYTMBYT	TU6KA6NTI6	10	10.T.C 10.U.V 10.6.T 10.K.C 10.A.V 10.6.T 10.N.c 10.T.C 10.I.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0	to˦ɡa˦ndi˦	0	237
2287	burn (e.g. paper, grass, fabric)	Nanga	kúwómí	k u ˦ w o ˦ m i ˦	DB,LJ,SW		1 7 8 6 7 8 4 7 8	AXTBYTBYT	KY6WU6MI6	11	11.K.C 11.Y.V 11.6.T 11.W.C 11.U.V 11.6.T 11.M.C 11.I.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ku˦wo˦mi˦	0	238
2288	burn (e.g. paper, grass, fabric)	Penange	yá:rè	j aː ˦ r e ˨	DB,LJ,SW		6 7 8 5 7 8	AXTBYT	JA6RE6	12	12.J.C 12.A.V 12.6.T 12.R.C 12.E.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	jaː˦re˨	0	233
2289	burn (e.g. paper, grass, fabric)	Perge_Tegu	dɛ̌:	d ɛː ˩˥	DB,LJ,SW		1 7 0	AXN	TE0	13	13.T.C 13.E.V 13.0.c	2.0 1.5 0.8	dɛː˩˥	0	232
2290	burn (e.g. paper, grass, fabric)	Tiranige	súwó	s u ˦ w o ˦	DB,LJ,SW	t a ˦ ŋ ɡ a ˦ m	3 7 8 6 7 8	AXTBYT	SY6WU6	15	15.S.C 15.Y.V 15.6.T 15.W.C 15.U.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	su˦wo˦	0	234
2292	burn (e.g. paper, grass, fabric)	Togo_Kan	tɛ́:rì	t ɛː ˦ r i ˨	DB,LJ,SW		1 7 8 5 7 8	AXTBYT	TE6RI6	16	16.T.C 16.E.V 16.6.T 16.R.C 16.I.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	tɛː˦ri˨	0	239
2293	burn (e.g. paper, grass, fabric)	Tommo_So	dìyⁿɛ́	d i ˨ j̃ ɛ ˦	DB,LJ,SW		1 7 8 6 7 8	AXTBYT	TI6JE6	17	17.T.C 17.I.V 17.6.T 17.J.C 17.E.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	di˨j̃ɛ˦	0	240
2294	burn (e.g. paper, grass, fabric)	Toro_Tegu	dɔ́	d ɔ ˦	DB,LJ,SW		1 7 8	AXT	TU6	18	18.T.C 18.U.V 18.6.T	1.6 3.0 1.0	dɔ˦	1	232
2295	burn (e.g. paper, grass, fabric)	Yanda_Dom	gòlò kúndó	ɡ o ˨ l o ˨ # k u ˦ n d o ˦	DB,LJ,SW		1 7 8 5 7 8 9 1 7 8 4 1 7 8	AXTBYT_AXTMBYT	KU6LU6_KY6NTU6	19	19.K.C 19.U.V 19.6.T 19.L.C 19.U.V 19.6.T 19._._ 19.K.C 19.Y.V 19.6.T 19.N.c 19.T.C 19.U.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	ɡo˨lo˨#ku˦ndo˦	0	241
2296	burn (e.g. paper, grass, fabric)	Yorno_So	dɛ̌:	d ɛː ˩˥	DB,LJ,SW		1 7 0	AXN	TE0	20	20.T.C 20.E.V 20.0.c	2.0 1.5 0.8	dɛː˩˥	0	232
2297	burn (e.g. paper, grass, fabric)	Tebul_Ure	tón	t o ˦ n	DB,LJ,SW		1 7 8 4	AXTN	TU6N	14	14.T.C 14.U.V 14.6.T 14.N.c	1.6 3.0 1.0 0.5	to˦n	0	232
2298	burn (e.g. paper, grass, fabric)	Donno_So	tɛ́gɛ̀-rɛ̀	t ɛ ˦ ɡ ɛ ˨ r ɛ ˨	DB,LJ,SW	t ɛ ˦ ɡ i ˨ r i ˨	1 7 8 1 7 8 5 7 8	AXTBYTBYT	TE6KE6RE6	6	6.T.C 6.E.V 6.6.T 6.K.C 6.E.V 6.6.T 6.R.C 6.E.V 6.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	tɛ˦ɡɛ˨rɛ˨	0	236
2309	carry (sth, on one's head)	Bangime	ɕíɛ́rɛ̀	ɕ i ˦ ɛ ˦ r ɛ ˨	DB,LJ		3 7 8 7 8 5 7 8	AXTYTBYT	SI6E6RE6	1	1.S.C 1.I.V 1.6.T 1.E.V 1.6.T 1.R.C 1.E.V 1.6.T	1.6 3.0 1.0 3.0 1.0 1.3 3.0 1.0	ɕi˦ɛ˦rɛ˨	0	245
2310	carry (sth, on one's head)	Bankan_Tey	dú	d u ˦	DB,LJ		1 7 8	AXT	TY6	2	2.T.C 2.Y.V 2.6.T	1.6 3.0 1.0	du˦	0	244
2311	carry (sth, on one's head)	Ben_Tey	dǔ	d u ˩˥	DB,LJ		1 7 0	AXN	TY0	3	3.T.C 3.Y.V 3.0.c	2.0 1.5 0.8	du˩˥	0	244
2312	carry (sth, on one's head)	Bunoge	dúyyɛ̀	d u ˦ j j ɛ ˨	DB,LJ		1 7 8 6 6 7 8	AXTMBYT	TY6JJE6	4	4.T.C 4.Y.V 4.6.T 4.J.c 4.J.C 4.E.V 4.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	du˦jjɛ˨	0	242
2313	carry (sth, on one's head)	Dogul_Dom	dùyyɛ́	d u ˨ j j ɛ ˦	DB,LJ		1 7 8 6 6 7 8	AXTMBYT	TY6JJE6	5	5.T.C 5.Y.V 5.6.T 5.J.c 5.J.C 5.E.V 5.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	du˨jjɛ˦	0	242
2314	carry (sth, on one's head)	Gourou	dé:	d eː ˦	DB,LJ		1 7 8	AXT	TE6	7	7.T.C 7.E.V 7.6.T	1.6 3.0 1.0	deː˦	0	243
2315	carry (sth, on one's head)	Jamsay_Douentza	dě:	d eː ˩˥	DB,LJ		1 7 0	AXN	TE0	8	8.T.C 8.E.V 8.0.c	2.0 1.5 0.8	deː˩˥	0	243
2317	carry (sth, on one's head)	Mombo	dúyɛ̂:	d u ˦ j ɛː ˥˩	DB,LJ		1 7 8 6 7 8	AXTBYT	TY6JE6	9	9.T.C 9.Y.V 9.6.T 9.J.C 9.E.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	du˦jɛː˥˩	0	242
2318	carry (sth, on one's head)	Najamba	dìyɛ́	d i ˨ j ɛ ˦	DB,LJ		1 7 8 6 7 8	AXTBYT	TI6JE6	10	10.T.C 10.I.V 10.6.T 10.J.C 10.E.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	di˨jɛ˦	0	242
2319	carry (sth, on one's head)	Nanga	dǔ:yí	d uː ˩˥ j i ˦	DB,LJ		1 7 0 6 7 8	AXBCYT	TY0JI6	11	11.T.C 11.Y.V 11.0.C 11.J.C 11.I.V 11.6.T	1.6 3.0 1.3 1.2 3.0 1.0	duː˩˥ji˦	0	242
2320	carry (sth, on one's head)	Penange	dúyɛ́	d u ˦ j ɛ ˦	DB,LJ		1 7 8 6 7 8	AXTBYT	TY6JE6	12	12.T.C 12.Y.V 12.6.T 12.J.C 12.E.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	du˦jɛ˦	0	242
2321	carry (sth, on one's head)	Perge_Tegu	dìyé	d i ˨ j e ˦	DB,LJ		1 7 8 6 7 8	AXTBYT	TI6JE6	13	13.T.C 13.I.V 13.6.T 13.J.C 13.E.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0	di˨je˦	0	242
2322	carry (sth, on one's head)	Tebul_Ure	dǐ	d i ˩˥	DB,LJ		1 7 0	AXN	TI0	14	14.T.C 14.I.V 14.0.c	2.0 1.5 0.8	di˩˥	0	246
2323	carry (sth, on one's head)	Tiranige	dúyɔ́	d u ˦ j ɔ ˦	DB,LJ		1 7 8 6 7 8	AXTBYT	TY6JU6	15	15.T.C 15.Y.V 15.6.T 15.J.C 15.U.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	du˦jɔ˦	0	242
2324	carry (sth, on one's head)	Togo_Kan	dùwɛ́:	d u ˨ w ɛː ˦	DB,LJ	d u ˨ w iː ˥˩	1 7 8 6 7 8	AXTBYT	TY6WE6	16	16.T.C 16.Y.V 16.6.T 16.W.C 16.E.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	du˨wɛː˦	0	242
2326	carry (sth, on one's head)	Tommo_So	dùyíyɔ́	d u ˨ j i ˦ j ɔ ˦	DB,LJ		1 7 8 6 7 8 6 7 8	AXTBYTBYT	TY6JI6JU6	17	17.T.C 17.Y.V 17.6.T 17.J.C 17.I.V 17.6.T 17.J.C 17.U.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	du˨ji˦jɔ˦	0	242
2327	carry (sth, on one's head)	Toro_Tegu	dé	d e ˦	DB,LJ	d i ˦	1 7 8	AXT	TE6	18	18.T.C 18.E.V 18.6.T	1.6 3.0 1.0	de˦	0	243
2329	carry (sth, on one's head)	Yanda_Dom	dìyàlí	d i ˨ j a ˨ l i ˦	DB,LJ	d i ˨ j ɛ ˦	1 7 8 6 7 8 5 7 8	AXTBYTBYT	TI6JA6LI6	19	19.T.C 19.I.V 19.6.T 19.J.C 19.A.V 19.6.T 19.L.C 19.I.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	di˨ja˨li˦	0	242
2331	carry (sth, on one's head)	Yorno_So	dùyɛ́:	d u ˨ j ɛː ˦	DB,LJ	d u ˨ j iː ˦	1 7 8 6 7 8	AXTBYT	TY6JE6	20	20.T.C 20.Y.V 20.6.T 20.J.C 20.E.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	du˨jɛː˦	0	242
2333	carry (sth, on one's head)	Donno_So	dùyy-ɛ́:-	d u ˨ j j ɛː ˦	DB,LJ	d u ˦ j j i ˨ j ˨	1 7 8 6 6 7 8	AXTMBYT	TY6JJE6	6	6.T.C 6.Y.V 6.6.T 6.J.c 6.J.C 6.E.V 6.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	du˨jjɛː˦	0	242
2335	cassava	Bangime	bǎr̃á ŋ kùú	b a ˩˥ r̃ a ˦ # ŋ # k uː ˩˥	DB,SW		1 7 0 5 7 8 9 4 9 1 7 0	AXBCYT_A_AXN	PA0RA6_N_KY0	1	1.P.C 1.A.V 1.0.C 1.R.C 1.A.V 1.6.T 1._._ 1.N.C 1._._ 1.K.C 1.Y.V 1.0.c	1.6 3.0 1.3 1.2 3.0 1.0 0.0 1.6 0.0 1.6 3.0 0.5	ba˩˥r̃a˦#ŋ#kuː˩˥	0	254
2336	cassava	Ben_Tey	bànàkù: béré	b a ˨ n a ˨ k uː ˨ # b e ˦ r e ˦	DB,SW		1 7 8 4 7 8 1 7 8 9 1 7 8 5 7 8	AXTBYTBYT_AXTBYT	PA6NA6KY6_PE6RE6	3	3.P.C 3.A.V 3.6.T 3.N.C 3.A.V 3.6.T 3.K.C 3.Y.V 3.6.T 3._._ 3.P.C 3.E.V 3.6.T 3.R.C 3.E.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	ba˨na˨kuː˨#be˦re˦	0	252
2337	cassava	Bunoge	bànàŋkú	b a ˨ n a ˨ ŋ k u ˦	DB,SW		1 7 8 4 7 8 4 1 7 8	AXTBYTMBYT	PA6NA6NKY6	4	4.P.C 4.A.V 4.6.T 4.N.C 4.A.V 4.6.T 4.N.c 4.K.C 4.Y.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0	ba˨na˨ŋku˦	0	247
2338	cassava	Dogul_Dom	kúú	k uː ˦	DB,SW		1 7 8	AXT	KY6	5	5.K.C 5.Y.V 5.6.T	1.6 3.0 1.0	kuː˦	0	253
2339	cassava	Jamsay_Douentza	bàlàkù:ⁿbéré	b a ˨ l a ˨ k ũː ˨ b e ˦ r e ˦	DB,SW		1 7 8 5 7 8 1 7 8 1 7 8 5 7 8	AXTBYTBYTBYTBYT	PA6LA6KY6PE6RE6	8	8.P.C 8.A.V 8.6.T 8.L.C 8.A.V 8.6.T 8.K.C 8.Y.V 8.6.T 8.P.C 8.E.V 8.6.T 8.R.C 8.E.V 8.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ba˨la˨kũː˨be˦re˦	0	248
2340	cassava	Mombo	bálá kû:ⁿ	b a ˦ l a ˦ # k ũː ˥˩	DB,SW		1 7 8 5 7 8 9 1 7 8	AXTBYT_AXT	PA6LA6_KY6	9	9.P.C 9.A.V 9.6.T 9.L.C 9.A.V 9.6.T 9._._ 9.K.C 9.Y.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	ba˦la˦#kũː˥˩	0	251
2341	cassava	Najamba	bànàŋkû:	b a ˨ n a ˨ ŋ k uː ˥˩	DB,SW	b a ˨ n a ˨ ŋ k uː ˥˩ ŋ ɡ o ˨	1 7 8 4 7 8 4 1 7 8	AXTBYTMBYT	PA6NA6NKY6	10	10.P.C 10.A.V 10.6.T 10.N.C 10.A.V 10.6.T 10.N.c 10.K.C 10.Y.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0	ba˨na˨ŋkuː˥˩	0	247
2343	cassava	Nanga	bànàkùrìbéré	b a ˨ n a ˨ k u ˨ r i ˨ b e ˦ r e ˦	DB,SW	b a ˨ n dʒ i ˥˩	1 7 8 4 7 8 1 7 8 5 7 8 1 7 8 5 7 8	AXTBYTBYTBYTBYTBYT	PA6NA6KY6RI6PE6RE6	11	11.P.C 11.A.V 11.6.T 11.N.C 11.A.V 11.6.T 11.K.C 11.Y.V 11.6.T 11.R.C 11.I.V 11.6.T 11.P.C 11.E.V 11.6.T 11.R.C 11.E.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ba˨na˨ku˨ri˨be˦re˦	0	248
2345	cassava	Penange	dàlmàyògó	d a ˨ l m a ˨ j o ˨ ɡ o ˦	DB,SW		1 7 8 5 4 7 8 6 7 8 1 7 8	AXTMBYTBYTBYT	TA6LMA6JU6KU6	12	12.T.C 12.A.V 12.6.T 12.L.c 12.M.C 12.A.V 12.6.T 12.J.C 12.U.V 12.6.T 12.K.C 12.U.V 12.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	da˨lma˨jo˨ɡo˦	0	250
2346	cassava	Perge_Tegu	bànàkùrùwòsó	b a ˨ n a ˨ k u ˨ r u ˨ w o ˨ s o ˦	DB,SW		1 7 8 4 7 8 1 7 8 5 7 8 6 7 8 3 7 8	AXTBYTBYTBYTBYTBYT	PA6NA6KY6RY6WU6SU6	13	13.P.C 13.A.V 13.6.T 13.N.C 13.A.V 13.6.T 13.K.C 13.Y.V 13.6.T 13.R.C 13.Y.V 13.6.T 13.W.C 13.U.V 13.6.T 13.S.C 13.U.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ba˨na˨ku˨ru˨wo˨so˦	0	248
2348	cassava	Tebul_Ure	bàrⁿàkú:ⁿ	b a ˨ r̃ a ˨ k ũː ˦	DB,SW		1 7 8 5 7 8 1 7 8	AXTBYTBYT	PA6RA6KY6	14	14.P.C 14.A.V 14.6.T 14.R.C 14.A.V 14.6.T 14.K.C 14.Y.V 14.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ba˨r̃a˨kũː˦	0	247
2349	cassava	Tiranige	bànáŋkú:	b a ˨ n a ˦ ŋ k uː ˦	DB,SW		1 7 8 4 7 8 4 1 7 8	AXTBYTMBYT	PA6NA6NKY6	15	15.P.C 15.A.V 15.6.T 15.N.C 15.A.V 15.6.T 15.N.c 15.K.C 15.Y.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0	ba˨na˦ŋkuː˦	0	247
2350	cassava	Togo_Kan	bànàkù:bá:gá	b a ˨ n a ˨ k uː ˨ b aː ˦ ɡ a ˦	DB,SW		1 7 8 4 7 8 1 7 8 1 7 8 1 7 8	AXTBYTBYTBYTBYT	PA6NA6KY6PA6KA6	16	16.P.C 16.A.V 16.6.T 16.N.C 16.A.V 16.6.T 16.K.C 16.Y.V 16.6.T 16.P.C 16.A.V 16.6.T 16.K.C 16.A.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ba˨na˨kuː˨baː˦ɡa˦	0	248
2351	cassava	Tommo_So	bànànkù tímɛ́	b a ˨ n a ˨ n k u ˨ # t i ˦ m ɛ ˦	DB,SW	t a ˨ n n aː ˩˥	1 7 8 4 7 8 4 1 7 8 9 1 7 8 4 7 8	AXTBYTMBYT_AXTBYT	PA6NA6NKY6_TI6ME6	17	17.P.C 17.A.V 17.6.T 17.N.C 17.A.V 17.6.T 17.N.c 17.K.C 17.Y.V 17.6.T 17._._ 17.T.C 17.I.V 17.6.T 17.M.C 17.E.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	ba˨na˨nku˨#ti˦mɛ˦	0	247
2354	cassava	Yanda_Dom	bànàkùltáná	b a ˨ n a ˨ k u ˨ l t a ˦ n a ˦	DB,SW		1 7 8 4 7 8 1 7 8 5 1 7 8 4 7 8	AXTBYTBYTMBYTBYT	PA6NA6KY6LTA6NA6	19	19.P.C 19.A.V 19.6.T 19.N.C 19.A.V 19.6.T 19.K.C 19.Y.V 19.6.T 19.L.c 19.T.C 19.A.V 19.6.T 19.N.C 19.A.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	ba˨na˨ku˨lta˦na˦	0	248
2355	cassava	Yorno_So	wòjó	w o ˨ dʒ o ˦	DB,SW		6 7 8 1 7 8	AXTBYT	WU6TU6	20	20.W.C 20.U.V 20.6.T 20.T.C 20.U.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	wo˨dʒo˦	0	249
2356	cassava	Donno_So	bànàŋkù tànná	b a ˨ n a ˨ ŋ k u ˨ # t a ˨ n n a ˦	DB,SW		1 7 8 4 7 8 4 1 7 8 9 1 7 8 4 4 7 8	AXTBYTMBYT_AXTMBYT	PA6NA6NKY6_TA6NNA6	6	6.P.C 6.A.V 6.6.T 6.N.C 6.A.V 6.6.T 6.N.c 6.K.C 6.Y.V 6.6.T 6._._ 6.T.C 6.A.V 6.6.T 6.N.c 6.N.C 6.A.V 6.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	ba˨na˨ŋku˨#ta˨nna˦	0	247
2358	child	Bangime	bìjɛ́	b i ˨ dʒ ɛ ˦	DB,LJ,SW	dʒ aː ˩˥ m b ɛ ˨	1 7 8 1 7 8	AXTBYT	PI6TE6	1	1.P.C 1.I.V 1.6.T 1.T.C 1.E.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	bi˨dʒɛ˦	0	259
2360	child	Bankan_Tey	yím	j i ˦ m	DB,LJ,SW	j iː ˨ t ɛː ˥˩	6 7 8 4	AXTN	JI6M	2	2.J.C 2.I.V 2.6.T 2.M.c	1.6 3.0 1.0 0.5	ji˦m	0	256
2362	child	Ben_Tey	yím	j i ˦ m	DB,LJ,SW	j i ˨ t ɛː ˧˦˧	6 7 8 4	AXTN	JI6M	3	3.J.C 3.I.V 3.6.T 3.M.c	1.6 3.0 1.0 0.5	ji˦m	0	256
2364	child	Bunoge	bé	b e ˦	DB,LJ,SW		1 7 8	AXT	PE6	4	4.P.C 4.E.V 4.6.T	1.6 3.0 1.0	be˦	0	260
2365	child	Dogul_Dom	ég	e ˦ ɡ	DB,LJ,SW	e ˦ ɡ u ˨ // eː ˦ ɡ	7 8 1	XTN	E6K	5	5.E.V 5.6.T 5.K.c	3.0 1.0 0.5	e˦ɡ	0	261
2368	child	Gourou	în	i ˥˩ n	DB,LJ,SW	u ˨ r u ˥˩ m	7 8 4	XTN	I6N	7	7.I.V 7.6.T 7.N.c	3.0 1.0 0.5	i˥˩n	0	255
2370	child	Jamsay_Douentza	în	i ˥˩ n	DB,LJ,SW	u ˦ r̃ u ˨ m	7 8 4	XTN	I6N	8	8.I.V 8.6.T 8.N.c	3.0 1.0 0.5	i˥˩n	0	255
2374	child	Mombo	wê:	w eː ˥˩	DB,LJ,SW		6 7 8	AXT	WE6	9	9.W.C 9.E.V 9.6.T	1.6 3.0 1.0	weː˥˩	1	258
2375	child	Najamba	èndê:	e ˨ n d eː ˥˩	DB,LJ,SW	o ˨ n d oː ˥˩	7 8 4 1 7 8	XTMBYT	E6NTE6	10	10.E.V 10.6.T 10.N.c 10.T.C 10.E.V 10.6.T	3.0 1.0 1.1 1.3 3.0 1.0	e˨ndeː˥˩	0	257
2377	child	Nanga	yìtɛ̀gɛ̂	j i ˨ t ɛ ˨ ɡ ɛ ˥˩	DB,LJ,SW	j iː ˥˩	6 7 8 1 7 8 1 7 8	AXTBYTBYT	JI6TE6KE6	11	11.J.C 11.I.V 11.6.T 11.T.C 11.E.V 11.6.T 11.K.C 11.E.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ji˨tɛ˨ɡɛ˥˩	0	262
2379	child	Penange	wè:	w eː ˨	DB,LJ,SW		6 7 8	AXT	WE6	12	12.W.C 12.E.V 12.6.T	1.6 3.0 1.0	weː˨	0	258
2380	child	Perge_Tegu	ímbèm	i ˦ m b e ˨ m	DB,LJ,SW	ĩː ˥˩	7 8 4 1 7 8 4	XTMBYTN	I6MPE6M	13	13.I.V 13.6.T 13.M.c 13.P.C 13.E.V 13.6.T 13.M.c	3.0 1.0 1.1 1.3 3.0 1.0 0.5	i˦mbe˨m	0	263
2385	child	Tebul_Ure	ɛ̀dɛ́	ɛ ˨ d ɛ ˦	DB,LJ,SW	u ˦ l eː ˦	7 8 1 7 8	XTBYT	E6TE6	14	14.E.V 14.6.T 14.T.C 14.E.V 14.6.T	3.0 1.0 1.3 3.0 1.0	ɛ˨dɛ˦	0	257
2387	child	Tiranige	bégé	b e ˦ ɡ e ˦	DB,LJ,SW	b eː ˦	1 7 8 1 7 8	AXTBYT	PE6KE6	15	15.P.C 15.E.V 15.6.T 15.K.C 15.E.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	be˦ɡe˦	1	264
